X,order,family,common_name,Binomial,rts,exp.testes,testes_g,log.testes.,ref_testes,BM_g,log.bm.,ref_bm,litter_size,litter_year,longevity,ref_lifehistory,mating_system,ref_mating_system,paternal_care,ref_paternal_care
317,Rodentia,Cricetidae,Montane Vole,Microtus_montanus,0.724180423,0.525007288,0.3802,-0.42,Ramm 2007,43,1.633,Ramm 2007,5.54,4.76,NA,Capellini 2015,promiscuous,Lukas 2012; Waterman 2007; Pantheria,no,Heldstab 2019
318,Rodentia,Cricetidae,Prairie Vole,Microtus_ochrogaster,1.83010767,0.48029961,0.879,-0.056,Soulsbury 2010,38,1.58,Soulsbury 2010,3.87,4.07,5.3,Capellini 2015,monogamous; polygynous,Soulsbury 2010; Pantheria; Lukas 2013; Lukas 2012,yes,Heldstab 2019; Lukas 2019
319,Rodentia,Cricetidae,Root Vole,Microtus_oeconomus,0.927795484,0.452685972,0.42,-0.378,Hayward 2011; Soulsbury 2010,35,1.542,Hayward 2011; Soulsbury 2010,5.62,3.5,1.8,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007; Sinervo 2020,NA,
320,Rodentia,Cricetidae,Meadow Vole,Microtus_pennsylvanicus,1.876459151,0.623514772,1.17,0.068,Soulsbury 2010,54.6,1.737,Soulsbury 2010,5.16,2.7,1.333333333,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
321,Rodentia,Cricetidae,Woodland Vole,Microtus_pinetorum,0.231360066,0.302558697,0.07,-1.155,Ramm 2007,20,1.303,Ramm 2007,2.47,2.5,3.8,Capellini 2015,promiscuous,Waterman 2007; Lukas 2012; Lukas 2013,yes,Heldstab 2019
322,Rodentia,Cricetidae,Common Pine Vole,Microtus_subterraneus,0.880927741,0.269148069,0.2371,-0.625,Hayward 2011,17,1.233,Hayward 2011,2.46,5.5,2.833333333,Capellini 2015,NA,,NA,NA
323,Rodentia,Muridae,Common Metad,Millardia_meltada,1.416678553,0.760934792,1.078,0.033,Breed 2000,72,1.857,Breed 2000,5.72,6.89,NA,Capellini 2015,NA,,NA,
324,Chiroptera,Vespertilionidae,Little Long-fingered Bat,Miniopterus_australis,0.281527846,0.14208186,0.04,-1.398,Pitnick 2006,7,0.875,Pitnick 2006,0.99,1,5.5,Capellini 2015; Myrhvold 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
325,Chiroptera,Vespertilionidae,least long-fingered bat,Miniopterus_minor,0.351909808,0.14208186,0.05,-1.301,Pitnick 2006,7,0.875,Pitnick 2006,NA,NA,NA,NA,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
326,Chiroptera,Vespertilionidae,Schreibers's Long-fingered Bat,Miniopterus_schreibersii,0.360564304,0.221874432,0.08,-1.097,Pitnick 2006,13,1.114,Pitnick 2006,0.99,1,14,Capellini 2015,NA,,NA,NA
327,Primates,Cercopithecidae,Angolan Talapoin,Miopithecus_talapoin,0.875306372,5.940777044,5.2,0.716,Harcourt 1995,1250,3.097,Harcourt 1995,1.01,1,30.9,Capellini 2015,promiscuous,Harcourt 1995,no,Heldstab 2019
328,Didelphimorphia,Didelphidae,Gray Short-tailed Opossum,Monodelphis_domestica,0.552276336,1.032454158,0.5702,-0.244,Birkhead 1998,110,2.041,Birkhead 1998,7.29,4,6,Capellini 2015,NA,,NA,NA
329,Chiroptera,Phyllostomidae,Insular Single-leaf Bat,Monophyllus_plethodon,0.170763693,0.245953921,0.042,-1.377,Pitnick 2006,15,1.19,Pitnick 2006,0.99,NA,NA,Capellini 2015,NA,,NA,NA
330,Chiroptera,Molossidae,Angolan Free-tailed Bat,Mops_condylurus,0.240584667,0.49836925,0.1199,-0.921,Pitnick 2006,40,1.602,Pitnick 2006,1,2,NA,Capellini 2015,NA,,NA,NA
331,Chiroptera,Molossidae,Southern Free-tailed Bat,Mormopterus_planiceps,0.489431196,0.183682611,0.0899,-1.046,Ramm 2007,10,0.978,Ramm 2007,0.99,1,6.491666667,Capellini 2015; Myrhvold 2015,NA,,NA,NA
332,Carnivora,Herpestidae,Banded Mongoose,Mungos_mungo,1.365061296,1.290784527,1.762,0.246,Anderson 2004,150,2.176,Anderson 2004,2.68,2.5,17.4,Capellini 2015,promiscuous,Anderson 2004; Ferguson 2004,yes,Heldstab 2019; Lukas 2019
333,Artiodactyla,Cervidae,Red Muntjac,Muntiacus_muntjak,0.163674305,39.72095679,6.5013,0.813,Anderson 2004,17498,4.243,Anderson 2004,1,1.5145,18.8,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,no,Heldstab 2019
334,Rodentia,Muridae,Ryukyu Mouse,Mus_caroli,0.43910664,0.245953921,0.108,-0.967,Hayward 2011; Breed 2000,15,1.176,Hayward 2011; Breed 2000,5.805,4.57,4,Myrhvold 2015,NA,,NA,
335,Rodentia,Muridae,Southern African Pygmy Mouse,Mus_minutoides,0.434726463,0.156420199,0.068,-1.167,Hayward 2011; Breed 2000,8,0.903,Hayward 2011; Breed 2000,4.18,4,4.3,Capellini 2015,monogamous,Lukas 2012; Sinervo 2020,NA,
336,Rodentia,Muridae,House Mouse,Mus_musculus,0.483830465,0.245953921,0.119,-0.924,Hayward 2011; Breed 2000; Gage 2003: Soulsbury 2010,15,1.185,Hayward 2011; Breed 2000; Gage 2003: Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
337,Rodentia,Muridae,House Mouse,Mus_musculus,0.490664627,0.32405026,0.159,-0.924,Soulsbury 2010,22,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
338,Rodentia,Muridae,House Mouse,Mus_musculus,0.459511681,0.313376147,0.144,-0.924,Soulsbury 2010,21,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
339,Rodentia,Muridae,House Mouse,Mus_musculus,0.425681969,0.295995624,0.126,-0.924,Soulsbury 2010,19.4,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
340,Rodentia,Muridae,House Mouse,Mus_musculus,0.452255665,0.256492089,0.116,-0.924,Soulsbury 2010,15.9,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
341,Rodentia,Muridae,House Mouse,Mus_musculus,0.396185502,0.282695857,0.112,-0.924,Soulsbury 2010,18.2,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
342,Rodentia,Muridae,House Mouse,Mus_musculus,0.4773871,0.257652542,0.123,-0.924,Soulsbury 2010,16,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
343,Rodentia,Muridae,House Mouse,Mus_musculus,0.496027871,0.245953921,0.122,-0.924,Soulsbury 2010,15,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
344,Carnivora,Mustelidae,Ermine,Mustela_erminea,1.174744648,2.247296895,2.64,0.422,Hayward 2011; Soulsbury 2010,324,2.511,Hayward 2011; Soulsbury 2010,6.74,1,12.5,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019; Lukas 2019
345,Carnivora,Mustelidae,Steppe Polecat,Mustela_eversmanii,0.360009266,8.485614927,3.0549,0.485,Iossa 2008,2051,3.312,Iossa 2008,7.82,1,9.1,Capellini 2015,promiscuous,Iossa 2008,NA,NA
346,Carnivora,Mustelidae,Long-tailed Weasel,Mustela_frenata,0.912542508,2.059410914,1.8793,0.274,Iossa 2008,287,2.458,Iossa 2008,6.5,1,8.8,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
347,Carnivora,Mustelidae,Black-footed Ferret,Mustela_nigripes,0.578679884,5.135308973,2.9717,0.473,Iossa 2008,1021,3.009,Iossa 2008,3.36,1,12,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
348,Carnivora,Mustelidae,Least Weasel,Mustela_nivalis,0.391349369,1.072698804,0.4198,-0.377,Hayward 2011,116,2.064,Hayward 2011,5.07,1,10,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
349,Carnivora,Mustelidae,European Polecat,Mustela_putorius,0.627446318,5.229132605,3.281,0.516,Hayward 2011,1047,3.02,Hayward 2011,8.48,1,14,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
350,Carnivora,Mustelidae,Siberian Weasel,Mustela_sibirica,0.615796792,2.695044893,1.6596,0.22,Iossa 2008,417,2.62,Iossa 2008,6.48,NA,8.8,Capellini 2015,polygynous,Iossa 2008,no,Heldstab 2019
351,Rodentia,Cricetidae,Bank Vole,Myodes_glareolus,1.993517918,0.32405026,0.646,-0.19,Hayward 2011; Gage 2003,22,1.338,Hayward 2011,4.31,3.5,4.917,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007,no,Heldstab 2019; Lukas 2019
352,Rodentia,Cricetidae,Gray Red-backed Vole,Myodes_rufocanus,0.328996528,0.489366867,0.161,-0.793,Soulsbury 2010,39,1.591,Soulsbury 2010,5.01,3,3.325,Capellini 2015; Myrhvold et al 2015,promiscuous,Soulsbury 2010; Lukas 2013,no,Heldstab 2019
353,Chiroptera,Vespertilionidae,Large-footed Myotis,Myotis_adversus,0.77797239,0.183682611,0.1429,-0.845,Pitnick 2006,10,1,Pitnick 2006,1,2.5,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
354,Chiroptera,Vespertilionidae,Silver-tipped Myotis,Myotis_albescens,3.300953222,0.111513243,0.3681,-0.434,Pitnick 2006,5,0.74,Pitnick 2006,0.98,2.5,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
355,Chiroptera,Vespertilionidae,Rufous Myotis,Myotis_bocagii,0.511442898,0.156420199,0.08,-1.097,Pitnick 2006,8,0.903,Pitnick 2006,0.99,NA,NA,Capellini 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
356,Chiroptera,Vespertilionidae,Long-eared Myotis,Myotis_evotis,1.350629843,0.14208186,0.1919,-0.717,Pitnick 2006,7,0.833,Pitnick 2006,0.98,1,22,Capellini 2015,NA,,NA,NA
357,Chiroptera,Vespertilionidae,Little Brown Myotis,Myotis_lucifugus,0.388796909,0.139147197,0.0541,-1.301,Ramm 2007; Gage 2003,6.8,0.854,Ramm 2007; Gage 2003,1,1,34,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006; McCracken 2000,NA,
358,Chiroptera,Vespertilionidae,Black Myotis,Myotis_nigricans,0.273792855,0.094962303,0.026,-1.585,Pitnick 2006,4,0.602,Pitnick 2006,1,2.75,7,Myrhvold 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
359,Artiodactyla,Bovidae,Himalayan Goral,Naemorhedus_goral,0.663515929,54.97290781,36.4754,1.562,Anderson 2004,27479,4.439,Anderson 2004,1,1,17.6,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013; Pantheria,NA,NA
360,Artiodactyla,Bovidae,Dama Gazelle,Nanger_dama,0.202475303,77.7368884,15.7398,1.197,Anderson 2004,44463,4.648,Anderson 2004,1,1.56,19.3,Capellini 2015; Myrhvold 2015,NA,,no,Heldstab 2019
361,Primates,Cercopithecidae,Proboscis Monkey,Nasalis_larvatus,0.316966707,46.34335299,14.6893,1.167,Hayward 2011,21677,4.336,Hayward 2011,1.02,0.67,25.1,Capellini 2015,promiscuous,Kenagy 1986; Harcourt 1995,no,Heldstab 2019; Lukas 2019
362,Carnivora,Procyonidae,South American Coati,Nasua_nasua,0.294601874,17.56981356,5.1761,0.714,Iossa 2008,5636,3.751,Iossa 2008,3.69,1,23.7,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
363,Carnivora,Felidae,Clouded Leopard,Neofelis_nebulosa,0.588000075,51.35968736,30.1995,1.48,Anderson 2004,25003,4.398,Anderson 2004,2.25,NA,19.8,Capellini 2015,promiscuous,Ferguson 2004,yes,Heldstab 2019
364,Soricomorpha,Soricidae,Eurasian Water Shrew,Neomys_fodiens,0.693749682,0.302558697,0.2099,-0.678,Hayward 2011,20,1.301,Hayward 2011,6.39,2,3.1,Capellini 2015,NA,,no,Heldstab 2019
365,Chiroptera,Vespertilionidae,Banana Pipistrelle,Neoromicia_nana,0.401574702,0.077196098,0.031,-1.509,Pitnick 2006,3,0.544,Pitnick 2006,1.86,1.5,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
366,Rodentia,Cricetidae,Southern Plains Woodrat,Neotoma_micropus,1.28568606,1.944487133,2.5,0.398,Soulsbury 2010,265,2.423,Soulsbury 2010,2.5,2,3.33,Capellini 2015,promiscuous,Soulsbury 2010,NA,
367,Carnivora,Mustelidae,American Mink,Neovison_vison,0.665540654,7.444323608,4.9545,0.695,Soulsbury 2010,1710,3.233,Soulsbury 2010,4.5,1,11.4,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Ferguson 2004,no,Heldstab 2019; Lukas 2019
368,Artiodactyla,Bovidae,Suni,Nesotragus_moschatus,3.02403275,19.47214361,58.8844,1.77,Anderson 2004,6501,3.813,Anderson 2004,1,1.697674419,14,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,NA,NA
369,Rodentia,Muridae,Sundaic Arboreal<b> </b>Niviventer,Niviventer_cremoriventer,1.559405465,0.783631985,1.222,0.087,Breed 2000,75,1.875,Breed 2000,3.7,NA,0.83,Capellini 2015; Myrhvold et al 2015,NA,,NA,
370,Rodentia,Muridae,Soft-furred Taiwan Niviventer,Niviventer_culturatus,1.905118472,0.984715664,1.876,0.273,Breed 2000,103,2.013,Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,
371,Chiroptera,Noctilionidae,Lesser Bulldog Bat,Noctilio_albiventris,0.154287773,0.41480928,0.064,-1.194,Pitnick 2006,31,1.494,Pitnick 2006,0.99,1,11.8,Capellini 2015; Myrhvold 2015,NA,,NA,NA
372,Chiroptera,Noctilionidae,Greater Bulldog Bat,Noctilio_leporinus,0.250384595,0.7069125,0.177,-0.752,Pitnick 2006,65,1.812,Pitnick 2006,1,1,11.8,Myrhvold 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
373,Rodentia,Muridae,Spinifex Hopping Mouse,Notomys_alexis,0.101201863,0.40513088,0.041,-1.301,Breed 2000,30,1.531,Breed 2000,4.01,3.73,6.4,Capellini 2015; Myrhvold et al 2015,monogamous,Lukas 2012; Sinervo 2020,yes,Held19; Sin20
374,Rodentia,Muridae,Spinifex Hopping Mouse,Notomys_alexis,0.112781311,0.443335863,0.05,-1.301,Hayward 2011; Gage 2003,34,1.531,Hayward 2011; Gage 2003,4.01,3.73,6.4,Capellini 2015; Myrhvold et al 2015,monogamous,Lukas 2012; Sinervo 2020,yes,Held19; Sin20
375,Rodentia,Muridae,Fawn Hopping Mouse,Notomys_cervinus,0.475417028,0.471165286,0.224,-0.703,Breed 2000,37,1.519,Breed 2000,2.95,NA,0.42,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
376,Rodentia,Muridae,Fawn Hopping Mouse,Notomys_cervinus,0.456317484,0.433908423,0.198,-0.703,Hayward 2011; Gage 2003,33,1.519,Hayward 2011; Gage 2003,2.95,NA,0.42,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
377,Rodentia,Muridae,Dusky Hopping Mouse,Notomys_fuscus,0.125351016,0.542476656,0.068,-1.174,Hayward 2011; Breed 2000; Gage 2003,45,1.643,Hayward 2011; Breed 2000; Gage 2003,3.07,3.3,2.91,Capellini 2015; Myrhvold et al 2015,monogamous,Sinervo 2020,NA,
378,Rodentia,Muridae,Mitchell's Hopping Mouse,Notomys_mitchellii,0.138254797,0.542476656,0.075,-1.208,Hayward 2011,45,1.591,Hayward 2011,3.28,3.53,5.3,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
379,Rodentia,Muridae,Mitchell's Hopping Mouse,Notomys_mitchellii,0.126694315,0.489366867,0.062,-1.208,Hayward 2011; Gage 2003,39,1.591,Hayward 2011; Gage 2003,3.28,3.53,5.3,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
380,Chiroptera,Vespertilionidae,Noctule,Nyctalus_noctula,0.68241308,0.395361707,0.2698,-0.569,Ramm 2007,29,1.455,Ramm 2007,1.33,1,12,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
381,Carnivora,Canidae,Raccoon dog,Nyctereutes_procyonoides,0.741590165,12.38325483,9.1833,0.963,Iossa 2008,3467,3.54,Iossa 2008,6.36,1,16.6,Capellini 2015,monogamous; polygynous,Iossa 2008; Pantheria; Lukas 2013; Lukas 2012; Ferguson 2004,yes,Heldstab 2019
382,Primates,Lorisidae,Bengal Slow Loris,Nycticebus_coucang,0.227823341,5.265044367,1.1995,0.079,Anderson 2004,1057,3.024,Anderson 2004,1.12,1,26.5,Capellini 2015,promiscuous,Anderson 2004,yes,Heldstab 2019
383,Chiroptera,Vespertilionidae,Lesser Long-eared Bat,Nyctophilus_geoffroyi,0.235930621,0.127156025,0.03,-1.523,Ramm 2007,6,0.806,Ramm 2007,NA,NA,5.908333333,Capellini 2015; Myrhvold 2015,NA,,NA,NA
384,Chiroptera,Vespertilionidae,Gould's Long-eared Bat,Nyctophilus_gouldi,0.702594681,0.156420199,0.1099,-0.959,Ramm 2007,8,0.903,Ramm 2007,1.54,NA,1,Capellini 2015; Myrhvold 2015,NA,,NA,NA
385,Chiroptera,Vespertilionidae,Greater Long-eared Bat,Nyctophilus_timoriensis,0.131586973,0.227986094,0.03,NA,Gage 2003,13.5,NA,Gage 2003,2,NA,NA,Capellini 2015,NA,NA,NA,
386,Lagomorpha,Ochotonidae,Plateau Pika,Ochotona_curzoniae,1.270330471,1.275258712,1.62,0.21,Soulsbury 2010,147.5,2.169,Soulsbury 2010,4.39,3.5,2.5,Capellini 2015; Myrhvold et al 2015,polygynous,Soulsbury 2010,no,Lukas 2019
387,Carnivora,Odobenidae,Walrus,Odobenus_rosmarus,0.755112697,657.6399811,496.5923,2.696,Fitzpatrick 2012,862979,5.936,Fitzpatrick 2012,1.22,0.5,40,Capellini 2015,polygynous,Ferguson 2004,no,Heldstab 2019; Lukas 2019
388,Artiodactyla,Cervidae,Mule Deer,Odocoileus_hemionus,0.574025665,151.379991,86.896,1.939,Hayward 2011,112202,5.05,Hayward 2011,1.61,0.97,22,Capellini 2015,monogamous,Kenagy 1986,no,Heldstab 2019
389,Artiodactyla,Cervidae,White-tailed Deer,Odocoileus_virginianus,0.697974469,108.8865043,76,1.932,Gage 2003,71000,4.651,Gage 2003,1.57,1,23,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986,no,Heldstab 2019; Lukas 2019
390,Artiodactyla,Cervidae,White-tailed Deer,Odocoileus_virginianus,1.094496581,78.12422761,85.5067,1.932,Hayward 2011,44771,4.651,Hayward 2011,1.57,1,23,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986,no,Heldstab 2019; Lukas 2019
391,Artiodactyla,Giraffidae,Okapi,Okapia_johnstoni,0.26630002,269.5433517,71.7794,1.856,Anderson 2004,250035,5.398,Anderson 2004,0.98,1,33.5,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,NA,NA
392,Rodentia,Cricetidae,Common Muskrat,Ondatra_zibethicus,0.830325239,6.093997583,5.06,0.704,Hayward 2011; Gage 2003,1295,3.112,Hayward 2011; Gage 2003,6.55,2.43,10,Capellini 2015,polygynous,Sinervo 2020,yes,Held19; Sin20
393,Rodentia,Cricetidae,Southern Grasshopper Mouse,Onychomys_torridus,4.888638186,0.302558697,1.4791,0.17,Hayward 2011,20,1.307,Hayward 2011,3.3,2.5,4.6,Capellini 2015,NA,,no,Heldstab 2019; Lukas 2019
394,Monotremata,Ornithorhynchidae,Platypus,Ornithorhynchus_anatinus,2.506947938,6.774133495,16.9824,1.23,Birkhead 1998,1500,3.176,Birkhead 1998,2,1,22.6,Capellini 2015,NA,,NA,NA
395,Lagomorpha,Leporidae,European Rabbit,Oryctolagus_cuniculus,0.559296355,10.83504291,6.06,0.741,Gage 2003,2880,3.279,Gage 2003,5.24,4.5,18,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010,no,Heldstab 2019; Lukas 2019
396,Lagomorpha,Leporidae,European Rabbit,Oryctolagus_cuniculus,0.558180427,10.85670458,6.06,0.741,Soulsbury 2010,2888,3.279,Soulsbury 2010,5.24,4.5,18,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010,no,Heldstab 2019; Lukas 2019
397,Lagomorpha,Leporidae,European Rabbit,Oryctolagus_cuniculus,0.685593431,8.034061807,5.5081,0.741,Anderson 2004,1901,3.279,Anderson 2004,5.24,4.5,18,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010,no,Heldstab 2019; Lukas 2019
398,Artiodactyla,Bovidae,Scimitar-horned Oryx,Oryx_dammah,0.319162228,167.4897446,53.4564,1.728,Anderson 2004,129122,5.111,Anderson 2004,1,1.89,27.5,Capellini 2015; Myrhvold 2015,promiscuous,Anderson 2004,NA,NA
399,Artiodactyla,Bovidae,Gemsbok,Oryx_gazella,0.211588192,179.2704012,37.9315,1.579,Anderson 2004,141906,5.152,Anderson 2004,1,1.33,23.8,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013; Pantheria,no,Heldstab 2019
400,Rodentia,Cricetidae,Marsh Oryzomys,Oryzomys_palustris,0.629936202,0.634984938,0.4,-0.398,Hayward 2011; Gage 2003,56,1.748,Hayward 2011; Gage 2003,4.08,5.5,2.375,Capellini 2015,NA,,no,Heldstab 2019
401,Carnivora,Otariidae,South American sea lion,Otaria_bryonia,0.226199698,307.261242,69.5024,1.842,Fitzpatrick 2012,299916,5.477,Fitzpatrick 2012,NA,NA,NA,NA,polygynous,Pantheria,no,Lukas 2019
402,Carnivora,Felidae,Pallas's cat,Otocolobus_manul,0.127817115,17.19566277,2.1979,0.342,Iossa 2008,5470,3.738,Iossa 2008,NA,NA,NA,NA,polygynous,Iossa 2008,NA,NA
403,Chiroptera,Molossidae,Large-eared Giant Mastiff Bat,Otomops_martiensseni,0.367563045,0.461961566,0.1698,-0.77,Pitnick 2006,36,1.556,Pitnick 2006,0.99,1,NA,Capellini 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
404,Rodentia,Sciuridae,California ground squirrel,Otospermophilus_beecheyi,2.028147091,4.462201011,9.05,0.957,Hayward 2011; Soulsbury 2010,840,2.924,Hayward 2011; Soulsbury 2010,6.71,1,5,Capellini 2015,polygynous,Soulsbury 2010; Waterman 2007,no,Heldstab 2019; Lukas 2019
405,Artiodactyla,Bovidae,Red Sheep,Ovis_aries,4.872157022,65.43303071,318.8,2.504,Hayward 2011; Gage 2003; Soulsbury 2010,35000,4.544,Hayward 2011; Gage 2003; Soulsbury 2010,1.19,1,22.8,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986,no,Lukas 2019
406,Artiodactyla,Bovidae,Bighorn Sheep,Ovis_canadensis,2.139008135,158.0474588,338.0648,2.529,Anderson 2004,119124,5.076,Anderson 2004,1.16,1,24,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990,no,Lukas 2019
407,Artiodactyla,Bovidae,Snow Sheep,Ovis_nivicola,0.70894149,114.3903992,81.0961,1.909,Anderson 2004,76033,4.881,Anderson 2004,1,1,20.6,Capellini 2015; Myrhvold 2015,promiscuous,Anderson 2004,NA,NA
408,Carnivora,Phocidae,Harp seal,Pagophilus_groenlandicus,0.901596962,141.9016538,127.9381,2.107,Fitzpatrick 2012,102565,5.011,Fitzpatrick 2012,1,1,42,Capellini 2015,promiscuous,Ferguson 2004,no,Heldstab 2019
409,Primates,Hominidae,Bonobo,Pan_paniscus,3.18829835,78.41173333,250,2.398,Soulsbury 2010,45000,4.653,Soulsbury 2010,1.01,0.22,55,Capellini 2015,promiscuous,Soulsbury 2010; Moller 1988,yes,Heldstab 2019
410,Primates,Hominidae,Common Chimpanzee,Pan_troglodytes,1.531283138,77.58199448,118.8,2.075,Hayward 2011; Gage 2003,44340,4.647,Hayward 2011; Gage 2003,1.05,0.2,60.5,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Moller 1988; Harcourt 1995; Pantheria,yes,Heldstab 2019
411,Carnivora,Felidae,Lion,Panthera_leo,0.2505538,219.5137332,55,1.74,Soulsbury 2010,188000,5.274,Soulsbury 2010,2.75,0.66,30,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019; Lukas 2019
412,Carnivora,Felidae,Jaguar,Panthera_onca,0.732304903,116.4951916,85.31,1.931,Anderson 2004,77983,4.892,Anderson 2004,1.96,0.5,28,Capellini 2015,promiscuous,Ferguson 2004; Iossa 2008,no,Heldstab 2019; Lukas 2019
413,Carnivora,Felidae,Tiger,Panthera_tigris,0.07242558,336.5951625,24.3781,1.387,Anderson 2004,340408,5.532,Anderson 2004,2.6,1,26.3,Capellini 2015,promiscuous,Ferguson 2004,no,Heldstab 2019; Lukas 2019
414,Carnivora,Felidae,Snow leopard,Panthera_uncia,0.148133875,84.59510006,12.5314,1.098,Iossa 2008,50003,4.699,Iossa 2008,2.12,1,21.2,Capellini 2015,promiscuous,Iossa 2008,no,Heldstab 2019
415,Primates,Cercopithecidae,Olive Baboon,Papio_anubis,1.750607316,53.41003612,93.5,1.971,Ramm 2007; Gage 2003,26400,4.422,Ramm 2007; Gage 2003,1.01,0.8,25.2,Capellini 2015; Myrhvold et al 2015,promiscuous,Lupold 2014,yes,Heldstab 2019
416,Primates,Cercopithecidae,Yellow Baboon,Papio_cynocephalus,1.353529943,56.59276354,76.6,1.716,Gage 2003,28610,5.386,Gage 2003,1.01,0.805,45,Capellini 2015; Myrhvold et al 2015,promiscuous,Soulsbury 2010; Moller 1988; Harcourt 1995,yes,Heldstab 2019
417,Primates,Cercopithecidae,Yellow Baboon,Papio_cynocephalus,0.196807447,264.2176437,52,1.716,Soulsbury 2010,243200,5.386,Soulsbury 2010,1.01,0.805,45,Capellini 2015; Myrhvold et al 2015,promiscuous,Soulsbury 2010; Moller 1988; Harcourt 1995,yes,Heldstab 2019
418,Primates,Cercopithecidae,Hamadryas Baboon,Papio_hamadryas,1.4403095,50.18157555,72.277,1.859,Hayward 2011,24210,4.384,Hayward 2011,1.01,0.8,45,Capellini 2015,polygynous,Kenagy 1986; Harcourt 1995,yes,Heldstab 2019
419,Primates,Cercopithecidae,Guinea Baboon,Papio_papio,1.449877866,61.32937267,88.9201,1.949,Harcourt 1995,31989,4.505,Harcourt 1995,1.01,0.81,40,Capellini 2015; Myrhvold 2015,NA,,no,Lukas 2019
