X,order,family,common_name,Binomial,testes_g,log.testes.,ref_testes,BM_g,log.bm.,ref_bm,litter_size,litter_year,longevity,ref_lifehistory,mating_system,ref_mating_system,paternal_care,ref_paternal_care
360,Rodentia,Cricetidae,Woodland Vole,Microtus_pinetorum,0.07,-1.155,Ramm 2007,20,1.303,Ramm 2007,2.47,2.5,3.8,Capellini 2015,promiscuous,Waterman 2007; Lukas 2012; Lukas 2013,yes,Heldstab 2019
361,Rodentia,Cricetidae,Common Pine Vole,Microtus_subterraneus,0.2371,-0.625,Hayward 2011,17,1.233,Hayward 2011,2.46,5.5,2.833333333,Capellini 2015,NA,,NA,NA
362,Rodentia,Muridae,Common Metad,Millardia_meltada,1.078,0.033,Breed 2000,72,1.857,Breed 2000,5.72,6.89,NA,Capellini 2015,NA,,NA,
363,Chiroptera,Vespertilionidae,Little Long-fingered Bat,Miniopterus_australis,0.04,-1.398,Pitnick 2006,7,0.875,Pitnick 2006,0.99,1,5.5,Capellini 2015; Myrhvold 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
364,Chiroptera,Vespertilionidae,least long-fingered bat,Miniopterus_minor,0.05,-1.301,Pitnick 2006,7,0.875,Pitnick 2006,NA,NA,NA,NA,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
365,Chiroptera,Vespertilionidae,Schreibers's Long-fingered Bat,Miniopterus_schreibersii,0.08,-1.097,Pitnick 2006,13,1.114,Pitnick 2006,0.99,1,14,Capellini 2015,NA,,NA,NA
366,Primates,Cercopithecidae,Angolan Talapoin,Miopithecus_talapoin,5.2,0.716,Harcourt 1995,1250,3.097,Harcourt 1995,1.01,1,30.9,Capellini 2015,promiscuous,Harcourt 1995,no,Heldstab 2019
367,Didelphimorphia,Didelphidae,Gray Short-tailed Opossum,Monodelphis_domestica,0.5702,-0.244,Birkhead 1998,110,2.041,Birkhead 1998,7.29,4,6,Capellini 2015,NA,,NA,NA
368,Cetacea,Monodontidae,Narwhal,Monodon_monoceros,1207.8138,3.082,Dines 2015,2133045,6.329,Dines 2015,1,0.41,50,Capellini 2015,NA,,NA,NA
369,Chiroptera,Phyllostomidae,Insular Single-leaf Bat,Monophyllus_plethodon,0.042,-1.377,Pitnick 2006,15,1.19,Pitnick 2006,0.99,NA,NA,Capellini 2015,NA,,NA,NA
370,Chiroptera,Molossidae,Angolan Free-tailed Bat,Mops_condylurus,0.1199,-0.921,Pitnick 2006,40,1.602,Pitnick 2006,1,2,NA,Capellini 2015,NA,,NA,NA
371,Chiroptera,Molossidae,Southern Free-tailed Bat,Mormopterus_planiceps,0.0899,-1.046,Ramm 2007,10,0.978,Ramm 2007,0.99,1,6.491666667,Capellini 2015; Myrhvold 2015,NA,,NA,NA
372,Carnivora,Herpestidae,Banded Mongoose,Mungos_mungo,1.762,0.246,Anderson 2004,150,2.176,Anderson 2004,2.68,2.5,17.4,Capellini 2015,promiscuous,Anderson 2004; Ferguson 2004,yes,Heldstab 2019; Lukas 2019
373,Artiodactyla,Cervidae,Red Muntjac,Muntiacus_muntjak,6.5013,0.813,Anderson 2004,17498,4.243,Anderson 2004,1,1.5145,18.8,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,no,Heldstab 2019
374,Rodentia,Muridae,Ryukyu Mouse,Mus_caroli,0.108,-0.967,Hayward 2011; Breed 2000,15,1.176,Hayward 2011; Breed 2000,5.805,4.57,4,Myrhvold 2015,NA,,NA,
375,Rodentia,Muridae,Southern African Pygmy Mouse,Mus_minutoides,0.068,-1.167,Hayward 2011; Breed 2000,8,0.903,Hayward 2011; Breed 2000,4.18,4,4.3,Capellini 2015,monogamous,Lukas 2012; Sinervo 2020,NA,
376,Rodentia,Muridae,House Mouse,Mus_musculus,0.119,-0.924,Hayward 2011; Breed 2000; Gage 2003: Soulsbury 2010,15,1.185,Hayward 2011; Breed 2000; Gage 2003: Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
377,Rodentia,Muridae,House Mouse,Mus_musculus,0.159,-0.924,Soulsbury 2010,22,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
378,Rodentia,Muridae,House Mouse,Mus_musculus,0.144,-0.924,Soulsbury 2010,21,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
379,Rodentia,Muridae,House Mouse,Mus_musculus,0.126,-0.924,Soulsbury 2010,19.4,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
380,Rodentia,Muridae,House Mouse,Mus_musculus,0.116,-0.924,Soulsbury 2010,15.9,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
381,Rodentia,Muridae,House Mouse,Mus_musculus,0.112,-0.924,Soulsbury 2010,18.2,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
382,Rodentia,Muridae,House Mouse,Mus_musculus,0.123,-0.924,Soulsbury 2010,16,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
383,Rodentia,Muridae,House Mouse,Mus_musculus,0.122,-0.924,Soulsbury 2010,15,1.185,Soulsbury 2010,5.54,4.5,6,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
384,Carnivora,Mustelidae,Ermine,Mustela_erminea,2.64,0.422,Hayward 2011; Soulsbury 2010,324,2.511,Hayward 2011; Soulsbury 2010,6.74,1,12.5,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019; Lukas 2019
385,Carnivora,Mustelidae,Steppe Polecat,Mustela_eversmanii,3.0549,0.485,Iossa 2008,2051,3.312,Iossa 2008,7.82,1,9.1,Capellini 2015,promiscuous,Iossa 2008,NA,NA
386,Carnivora,Mustelidae,Long-tailed Weasel,Mustela_frenata,1.8793,0.274,Iossa 2008,287,2.458,Iossa 2008,6.5,1,8.8,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
387,Carnivora,Mustelidae,Black-footed Ferret,Mustela_nigripes,2.9717,0.473,Iossa 2008,1021,3.009,Iossa 2008,3.36,1,12,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
388,Carnivora,Mustelidae,Least Weasel,Mustela_nivalis,0.4198,-0.377,Hayward 2011,116,2.064,Hayward 2011,5.07,1,10,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
389,Carnivora,Mustelidae,European Polecat,Mustela_putorius,3.281,0.516,Hayward 2011,1047,3.02,Hayward 2011,8.48,1,14,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
390,Carnivora,Mustelidae,Siberian Weasel,Mustela_sibirica,1.6596,0.22,Iossa 2008,417,2.62,Iossa 2008,6.48,NA,8.8,Capellini 2015,polygynous,Iossa 2008,no,Heldstab 2019
391,Rodentia,Cricetidae,Bank Vole,Myodes_glareolus,0.646,-0.19,Hayward 2011; Gage 2003,22,1.338,Hayward 2011,4.31,3.5,4.917,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007,no,Heldstab 2019; Lukas 2019
392,Rodentia,Cricetidae,Gray Red-backed Vole,Myodes_rufocanus,0.161,-0.793,Soulsbury 2010,39,1.591,Soulsbury 2010,5.01,3,3.325,Capellini 2015; Myrhvold et al 2015,promiscuous,Soulsbury 2010; Lukas 2013,no,Heldstab 2019
393,Chiroptera,Vespertilionidae,Large-footed Myotis,Myotis_adversus,0.1429,-0.845,Pitnick 2006,10,1,Pitnick 2006,1,2.5,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
394,Chiroptera,Vespertilionidae,Silver-tipped Myotis,Myotis_albescens,0.3681,-0.434,Pitnick 2006,5,0.74,Pitnick 2006,0.98,2.5,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
395,Chiroptera,Vespertilionidae,Rufous Myotis,Myotis_bocagii,0.08,-1.097,Pitnick 2006,8,0.903,Pitnick 2006,0.99,NA,NA,Capellini 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
396,Chiroptera,Vespertilionidae,Long-eared Myotis,Myotis_evotis,0.1919,-0.717,Pitnick 2006,7,0.833,Pitnick 2006,0.98,1,22,Capellini 2015,NA,,NA,NA
397,Chiroptera,Vespertilionidae,Little Brown Myotis,Myotis_lucifugus,0.0541,-1.301,Ramm 2007; Gage 2003,6.8,0.854,Ramm 2007; Gage 2003,1,1,34,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006; McCracken 2000,NA,
398,Chiroptera,Vespertilionidae,Black Myotis,Myotis_nigricans,0.026,-1.585,Pitnick 2006,4,0.602,Pitnick 2006,1,2.75,7,Myrhvold 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
399,Artiodactyla,Bovidae,Himalayan Goral,Naemorhedus_goral,36.4754,1.562,Anderson 2004,27479,4.439,Anderson 2004,1,1,17.6,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013; Pantheria,NA,NA
400,Artiodactyla,Bovidae,Dama Gazelle,Nanger_dama,15.7398,1.197,Anderson 2004,44463,4.648,Anderson 2004,1,1.56,19.3,Capellini 2015; Myrhvold 2015,NA,,no,Heldstab 2019
401,Primates,Cercopithecidae,Proboscis Monkey,Nasalis_larvatus,14.6893,1.167,Hayward 2011,21677,4.336,Hayward 2011,1.02,0.67,25.1,Capellini 2015,promiscuous,Kenagy 1986; Harcourt 1995,no,Heldstab 2019; Lukas 2019
402,Carnivora,Procyonidae,South American Coati,Nasua_nasua,5.1761,0.714,Iossa 2008,5636,3.751,Iossa 2008,3.69,1,23.7,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
403,Carnivora,Felidae,Clouded Leopard,Neofelis_nebulosa,30.1995,1.48,Anderson 2004,25003,4.398,Anderson 2004,2.25,NA,19.8,Capellini 2015,promiscuous,Ferguson 2004,yes,Heldstab 2019
404,Soricomorpha,Soricidae,Eurasian Water Shrew,Neomys_fodiens,0.2099,-0.678,Hayward 2011,20,1.301,Hayward 2011,6.39,2,3.1,Capellini 2015,NA,,no,Heldstab 2019
405,Cetacea,Phocoenidae,Finless Porpoise,Neophocaena_phocaenoides,1770.109,3.248,Macleod 2010,71779,4.856,Macleod 2010,0.97,0.5,33,Capellini 2015,NA,,NA,NA
406,Chiroptera,Vespertilionidae,Banana Pipistrelle,Neoromicia_nana,0.031,-1.509,Pitnick 2006,3,0.544,Pitnick 2006,1.86,1.5,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
407,Rodentia,Cricetidae,Southern Plains Woodrat,Neotoma_micropus,2.5,0.398,Soulsbury 2010,265,2.423,Soulsbury 2010,2.5,2,3.33,Capellini 2015,promiscuous,Soulsbury 2010,NA,
408,Carnivora,Mustelidae,American Mink,Neovison_vison,4.9545,0.695,Soulsbury 2010,1710,3.233,Soulsbury 2010,4.5,1,11.4,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Ferguson 2004,no,Heldstab 2019; Lukas 2019
409,Artiodactyla,Bovidae,Suni,Nesotragus_moschatus,58.8844,1.77,Anderson 2004,6501,3.813,Anderson 2004,1,1.697674419,14,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,NA,NA
410,Rodentia,Muridae,Sundaic Arboreal<b> </b>Niviventer,Niviventer_cremoriventer,1.222,0.087,Breed 2000,75,1.875,Breed 2000,3.7,NA,0.83,Capellini 2015; Myrhvold et al 2015,NA,,NA,
411,Rodentia,Muridae,Soft-furred Taiwan Niviventer,Niviventer_culturatus,1.876,0.273,Breed 2000,103,2.013,Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,
412,Chiroptera,Noctilionidae,Lesser Bulldog Bat,Noctilio_albiventris,0.064,-1.194,Pitnick 2006,31,1.494,Pitnick 2006,0.99,1,11.8,Capellini 2015; Myrhvold 2015,NA,,NA,NA
413,Chiroptera,Noctilionidae,Greater Bulldog Bat,Noctilio_leporinus,0.177,-0.752,Pitnick 2006,65,1.812,Pitnick 2006,1,1,11.8,Myrhvold 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
414,Rodentia,Muridae,Spinifex Hopping Mouse,Notomys_alexis,0.041,-1.301,Breed 2000,30,1.531,Breed 2000,4.01,3.73,6.4,Capellini 2015; Myrhvold et al 2015,monogamous,Lukas 2012; Sinervo 2020,yes,Held19; Sin20
415,Rodentia,Muridae,Spinifex Hopping Mouse,Notomys_alexis,0.05,-1.301,Hayward 2011; Gage 2003,34,1.531,Hayward 2011; Gage 2003,4.01,3.73,6.4,Capellini 2015; Myrhvold et al 2015,monogamous,Lukas 2012; Sinervo 2020,yes,Held19; Sin20
416,Rodentia,Muridae,Fawn Hopping Mouse,Notomys_cervinus,0.224,-0.703,Breed 2000,37,1.519,Breed 2000,2.95,NA,0.42,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
417,Rodentia,Muridae,Fawn Hopping Mouse,Notomys_cervinus,0.198,-0.703,Hayward 2011; Gage 2003,33,1.519,Hayward 2011; Gage 2003,2.95,NA,0.42,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
418,Rodentia,Muridae,Dusky Hopping Mouse,Notomys_fuscus,0.068,-1.174,Hayward 2011; Breed 2000; Gage 2003,45,1.643,Hayward 2011; Breed 2000; Gage 2003,3.07,3.3,2.91,Capellini 2015; Myrhvold et al 2015,monogamous,Sinervo 2020,NA,
419,Rodentia,Muridae,Mitchell's Hopping Mouse,Notomys_mitchellii,0.075,-1.208,Hayward 2011,45,1.591,Hayward 2011,3.28,3.53,5.3,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
420,Rodentia,Muridae,Mitchell's Hopping Mouse,Notomys_mitchellii,0.062,-1.208,Hayward 2011; Gage 2003,39,1.591,Hayward 2011; Gage 2003,3.28,3.53,5.3,Capellini 2015; Myrhvold et al 2015,promiscuous,Sinervo 2020,NA,
421,Chiroptera,Vespertilionidae,Noctule,Nyctalus_noctula,0.2698,-0.569,Ramm 2007,29,1.455,Ramm 2007,1.33,1,12,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
422,Carnivora,Canidae,Raccoon dog,Nyctereutes_procyonoides,9.1833,0.963,Iossa 2008,3467,3.54,Iossa 2008,6.36,1,16.6,Capellini 2015,monogamous; polygynous,Iossa 2008; Pantheria; Lukas 2013; Lukas 2012; Ferguson 2004,yes,Heldstab 2019
423,Primates,Lorisidae,Bengal Slow Loris,Nycticebus_coucang,1.1995,0.079,Anderson 2004,1057,3.024,Anderson 2004,1.12,1,26.5,Capellini 2015,promiscuous,Anderson 2004,yes,Heldstab 2019
424,Chiroptera,Vespertilionidae,Lesser Long-eared Bat,Nyctophilus_geoffroyi,0.03,-1.523,Ramm 2007,6,0.806,Ramm 2007,NA,NA,5.908333333,Capellini 2015; Myrhvold 2015,NA,,NA,NA
425,Chiroptera,Vespertilionidae,Gould's Long-eared Bat,Nyctophilus_gouldi,0.1099,-0.959,Ramm 2007,8,0.903,Ramm 2007,1.54,NA,1,Capellini 2015; Myrhvold 2015,NA,,NA,NA
426,Chiroptera,Vespertilionidae,Greater Long-eared Bat,Nyctophilus_timoriensis,0.03,NA,Gage 2003,13.5,NA,Gage 2003,2,NA,NA,Capellini 2015,NA,NA,NA,
427,Lagomorpha,Ochotonidae,Plateau Pika,Ochotona_curzoniae,1.62,0.21,Soulsbury 2010,147.5,2.169,Soulsbury 2010,4.39,3.5,2.5,Capellini 2015; Myrhvold et al 2015,polygynous,Soulsbury 2010,no,Lukas 2019
428,Carnivora,Odobenidae,Walrus,Odobenus_rosmarus,496.5923,2.696,Fitzpatrick 2012,862979,5.936,Fitzpatrick 2012,1.22,0.5,40,Capellini 2015,polygynous,Ferguson 2004,no,Heldstab 2019; Lukas 2019
429,Artiodactyla,Cervidae,Mule Deer,Odocoileus_hemionus,86.896,1.939,Hayward 2011,112202,5.05,Hayward 2011,1.61,0.97,22,Capellini 2015,monogamous,Kenagy 1986,no,Heldstab 2019
430,Artiodactyla,Cervidae,White-tailed Deer,Odocoileus_virginianus,76,1.932,Gage 2003,71000,4.651,Gage 2003,1.57,1,23,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986,no,Heldstab 2019; Lukas 2019
431,Artiodactyla,Cervidae,White-tailed Deer,Odocoileus_virginianus,85.5067,1.932,Hayward 2011,44771,4.651,Hayward 2011,1.57,1,23,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986,no,Heldstab 2019; Lukas 2019
432,Artiodactyla,Giraffidae,Okapi,Okapia_johnstoni,71.7794,1.856,Anderson 2004,250035,5.398,Anderson 2004,0.98,1,33.5,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,NA,NA
433,Rodentia,Cricetidae,Common Muskrat,Ondatra_zibethicus,5.06,0.704,Hayward 2011; Gage 2003,1295,3.112,Hayward 2011; Gage 2003,6.55,2.43,10,Capellini 2015,polygynous,Sinervo 2020,yes,Held19; Sin20
434,Rodentia,Cricetidae,Southern Grasshopper Mouse,Onychomys_torridus,1.4791,0.17,Hayward 2011,20,1.307,Hayward 2011,3.3,2.5,4.6,Capellini 2015,NA,,no,Heldstab 2019; Lukas 2019
435,Cetacea,Delphinidae,Killer Whale,Orcinus_orca,10303.8612,4.013,Macleod 2010,7362071,6.867,Macleod 2010,1,0.21,100,Capellini 2015,promiscuous,Pilot 2009,NA,NA
436,Monotremata,Ornithorhynchidae,Platypus,Ornithorhynchus_anatinus,16.9824,1.23,Birkhead 1998,1500,3.176,Birkhead 1998,2,1,22.6,Capellini 2015,NA,,NA,NA
437,Lagomorpha,Leporidae,European Rabbit,Oryctolagus_cuniculus,6.06,0.741,Gage 2003,2880,3.279,Gage 2003,5.24,4.5,18,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010,no,Heldstab 2019; Lukas 2019
438,Lagomorpha,Leporidae,European Rabbit,Oryctolagus_cuniculus,6.06,0.741,Soulsbury 2010,2888,3.279,Soulsbury 2010,5.24,4.5,18,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010,no,Heldstab 2019; Lukas 2019
439,Lagomorpha,Leporidae,European Rabbit,Oryctolagus_cuniculus,5.5081,0.741,Anderson 2004,1901,3.279,Anderson 2004,5.24,4.5,18,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010,no,Heldstab 2019; Lukas 2019
440,Artiodactyla,Bovidae,Scimitar-horned Oryx,Oryx_dammah,53.4564,1.728,Anderson 2004,129122,5.111,Anderson 2004,1,1.89,27.5,Capellini 2015; Myrhvold 2015,promiscuous,Anderson 2004,NA,NA
441,Artiodactyla,Bovidae,Gemsbok,Oryx_gazella,37.9315,1.579,Anderson 2004,141906,5.152,Anderson 2004,1,1.33,23.8,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013; Pantheria,no,Heldstab 2019
442,Rodentia,Cricetidae,Marsh Oryzomys,Oryzomys_palustris,0.4,-0.398,Hayward 2011; Gage 2003,56,1.748,Hayward 2011; Gage 2003,4.08,5.5,2.375,Capellini 2015,NA,,no,Heldstab 2019
443,Carnivora,Otariidae,South American sea lion,Otaria_bryonia,69.5024,1.842,Fitzpatrick 2012,299916,5.477,Fitzpatrick 2012,NA,NA,NA,NA,polygynous,Pantheria,no,Lukas 2019
444,Carnivora,Felidae,Pallas's cat,Otocolobus_manul,2.1979,0.342,Iossa 2008,5470,3.738,Iossa 2008,NA,NA,NA,NA,polygynous,Iossa 2008,NA,NA
445,Chiroptera,Molossidae,Large-eared Giant Mastiff Bat,Otomops_martiensseni,0.1698,-0.77,Pitnick 2006,36,1.556,Pitnick 2006,0.99,1,NA,Capellini 2015,polygynous,Hosken 2001; Pitnick 2006,NA,NA
446,Rodentia,Sciuridae,California ground squirrel,Otospermophilus_beecheyi,9.05,0.957,Hayward 2011; Soulsbury 2010,840,2.924,Hayward 2011; Soulsbury 2010,6.71,1,5,Capellini 2015,polygynous,Soulsbury 2010; Waterman 2007,no,Heldstab 2019; Lukas 2019
447,Artiodactyla,Bovidae,Red Sheep,Ovis_aries,318.8,2.504,Hayward 2011; Gage 2003; Soulsbury 2010,35000,4.544,Hayward 2011; Gage 2003; Soulsbury 2010,1.19,1,22.8,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986,no,Lukas 2019
448,Artiodactyla,Bovidae,Bighorn Sheep,Ovis_canadensis,338.0648,2.529,Anderson 2004,119124,5.076,Anderson 2004,1.16,1,24,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990,no,Lukas 2019
449,Artiodactyla,Bovidae,Snow Sheep,Ovis_nivicola,81.0961,1.909,Anderson 2004,76033,4.881,Anderson 2004,1,1,20.6,Capellini 2015; Myrhvold 2015,promiscuous,Anderson 2004,NA,NA
450,Carnivora,Phocidae,Harp seal,Pagophilus_groenlandicus,127.9381,2.107,Fitzpatrick 2012,102565,5.011,Fitzpatrick 2012,1,1,42,Capellini 2015,promiscuous,Ferguson 2004,no,Heldstab 2019
451,Primates,Hominidae,Bonobo,Pan_paniscus,250,2.398,Soulsbury 2010,45000,4.653,Soulsbury 2010,1.01,0.22,55,Capellini 2015,promiscuous,Soulsbury 2010; Moller 1988,yes,Heldstab 2019
452,Primates,Hominidae,Common Chimpanzee,Pan_troglodytes,118.8,2.075,Hayward 2011; Gage 2003,44340,4.647,Hayward 2011; Gage 2003,1.05,0.2,60.5,Capellini 2015,promiscuous,Soulsbury 2010; Kenagy 1986; Moller 1988; Harcourt 1995; Pantheria,yes,Heldstab 2019
453,Carnivora,Felidae,Lion,Panthera_leo,55,1.74,Soulsbury 2010,188000,5.274,Soulsbury 2010,2.75,0.66,30,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019; Lukas 2019
454,Carnivora,Felidae,Jaguar,Panthera_onca,85.31,1.931,Anderson 2004,77983,4.892,Anderson 2004,1.96,0.5,28,Capellini 2015,promiscuous,Ferguson 2004; Iossa 2008,no,Heldstab 2019; Lukas 2019
455,Carnivora,Felidae,Tiger,Panthera_tigris,24.3781,1.387,Anderson 2004,340408,5.532,Anderson 2004,2.6,1,26.3,Capellini 2015,promiscuous,Ferguson 2004,no,Heldstab 2019; Lukas 2019
456,Carnivora,Felidae,Snow leopard,Panthera_uncia,12.5314,1.098,Iossa 2008,50003,4.699,Iossa 2008,2.12,1,21.2,Capellini 2015,promiscuous,Iossa 2008,no,Heldstab 2019
457,Primates,Cercopithecidae,Olive Baboon,Papio_anubis,93.5,1.971,Ramm 2007; Gage 2003,26400,4.422,Ramm 2007; Gage 2003,1.01,0.8,25.2,Capellini 2015; Myrhvold et al 2015,promiscuous,Lupold 2014,yes,Heldstab 2019
458,Primates,Cercopithecidae,Yellow Baboon,Papio_cynocephalus,76.6,1.716,Gage 2003,28610,5.386,Gage 2003,1.01,0.805,45,Capellini 2015; Myrhvold et al 2015,promiscuous,Soulsbury 2010; Moller 1988; Harcourt 1995,yes,Heldstab 2019
459,Primates,Cercopithecidae,Yellow Baboon,Papio_cynocephalus,52,1.716,Soulsbury 2010,243200,5.386,Soulsbury 2010,1.01,0.805,45,Capellini 2015; Myrhvold et al 2015,promiscuous,Soulsbury 2010; Moller 1988; Harcourt 1995,yes,Heldstab 2019
460,Primates,Cercopithecidae,Hamadryas Baboon,Papio_hamadryas,72.277,1.859,Hayward 2011,24210,4.384,Hayward 2011,1.01,0.8,45,Capellini 2015,polygynous,Kenagy 1986; Harcourt 1995,yes,Heldstab 2019
461,Primates,Cercopithecidae,Guinea Baboon,Papio_papio,88.9201,1.949,Harcourt 1995,31989,4.505,Harcourt 1995,1.01,0.81,40,Capellini 2015; Myrhvold 2015,NA,,no,Lukas 2019
462,Primates,Cercopithecidae,Chacma Baboon,Papio_ursinus,71.9449,1.857,Harcourt 1995,31769,4.502,Harcourt 1995,1.01,0.8,45,Capellini 2015; Myrhvold 2015,NA,,yes,Heldstab 2019
463,Rodentia,Muridae,Common Lowland Paramelomys,Paramelomys_platyops,1.6711,0.223,Ramm 2007,90,1.954,Ramm 2007,1.94,NA,NA,Capellini 2015,NA,,NA,NA
464,Rodentia,Muridae,Mountain Paramelomys,Paramelomys_rubex,1.8707,0.272,Breed 2000,50,1.699,Breed 2000,2,NA,NA,Capellini 2015,NA,,NA,NA
465,Chiroptera,Vespertilionidae,western pipistrelle,Parastrellus_hesperus,0.05,-1.301,Ramm 2007,3,0.544,Ramm 2007,NA,NA,NA,NA,NA,,NA,NA
466,Rodentia,Muridae,Giant Sulawesi Rat,Paruromys_dominator,1.601,0.204,Breed 2000,342,2.534,Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,
467,Artiodactyla,Tayassuidae,Collared Peccary,Pecari_tajacu,11,1.053,Hayward 2011; Gage 2003,12300,4.09,Hayward 2011; Gage 2003,1.56,2,31.5,Capellini 2015,promiscuous,Ginsberg 1990; Lewis 2022,no,Heldstab 2019
468,Rodentia,Pedetidae,South African Spring Hare,Pedetes_capensis,18.239,1.261,Ramm 2005,3228,3.509,Ramm 2005,0.98,3.6,20,Capellini 2015,monogamous,Lukas 2012,NA,NA
469,Cetacea,Delphinidae,Melon-headed Whale,Peponocephala_electra,1794.7336,3.254,Macleod 2010,206063,5.314,Macleod 2010,1,NA,47,Myrhvold 2015,NA,,NA,NA
470,Peramelemorphia,Peramelidae,Long-nosed Bandicoot,Perameles_nasuta,3.9994,0.602,Rose 1997,1000,3,Rose 1997,2.43,2.92,5.6,Capellini 2015; Myrhvold 2015,promiscuous,Rose 1997; Lee 1985,NA,NA
471,Rodentia,Heteromyidae,Little Pocket Mouse,Perognathus_longimembris,0.07,-1.155,Hayward 2011,8,0.892,Hayward 2011,4.45,1,8.333333333,Capellini 2015,NA,,NA,NA
472,Rodentia,Heteromyidae,Great Basin Pocket Mouse,Perognathus_parvus,0.1799,-0.745,Hayward 2011,19,1.274,Hayward 2011,4.86,2,5.8,Capellini 2015,NA,,NA,NA
473,Rodentia,Cricetidae,California Deermouse,Peromyscus_californicus,0.0096,-2.018,Soulsbury 2010,52.3,1.719,Nelson 1995; Soulsbury 2010,1.94,4.37,5.5,Capellini 2015,monogamous,Soulsbury 2010; Pantheria; Lukas 2013; Lukas 2012; Sinervo 2020,yes,LH19; Held19; Sin20
474,Rodentia,Cricetidae,White-footed Deermouse,Peromyscus_leucopus,0.46,-0.337,Soulsbury 2010,22.2,1.346,Soulsbury 2010,4.27,4.5,7.9,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007; Sinervo 2020,no,Heldstab 2019; Lukas 2019; Sinervo 2020
